execution_date,channel_id,channel_name,video_id,title,description,upload_date,tags,thumbnail_url,duration_seconds,views,likes,comments
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,qCFEWA_Nu3k,🤖 Es necesario instalar más potencia para suplir a los nuevos consumidores 🤖 #ia #chatgpt #energía,,2026-04-23T14:30:18+00:00,[],https://i.ytimg.com/vi/qCFEWA_Nu3k/maxresdefault.jpg,39,23473,459,9
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,aNfOwttNQcg,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,,2026-04-23T11:52:09+00:00,[],https://i.ytimg.com/vi/aNfOwttNQcg/maxresdefault.jpg,52,4057,107,2
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,Xq-4lUaLIp8,🤖 Fuentes de energía que no salen la salud ni el ambiente 🤖 #ia #chatgpt #energía,,2026-04-23T09:54:36+00:00,[],https://i.ytimg.com/vi/Xq-4lUaLIp8/maxresdefault.jpg,48,6647,173,4
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,ZB9IMq0ee0k,OpenAI revienta a Nano Banana 🔥🤯,"Aquí tienes el descuento CyberGhost VPN: https://www.cyberghostvpn.com/InteligenciaArtificial

Mi libro la hostIA que viene: https://www.jonhernandez.education/santjordilibro/

🔥 El nuevo modelo de imagen de OpenAI se lanzó ayer y la verdad es que sorprende mucho, pero no por lo que cabría esperar. En este vídeo vemos por qué este lanzamiento no va solo de generar imágenes bonitas, sino de algo bastante más importante. Analizamos cómo este modelo es capaz de entender mejor el contexto, razonar antes de crear y resolver tareas dentro de la propia imagen de una forma que hasta ahora no habíamos visto. Repasamos ejemplos muy llamativos como sudokus resueltos, códigos funcionales, imágenes 360, una fidelidad enorme a referencias visuales y la posibilidad de crear piezas consistentes para marcas o incluso pasarlas después a HTML. También vemos las diferencias entre sus modos Instant y Thinking y por qué este avance puede cambiar bastante el futuro de la IA multimodal y la generación de imagen.

► Concursos, Descuentos y Regalos
Descarga la guía para usar ChatGPT como un PRO aquí: https://www.jonhernandez.education/guia-chatgpt-gratis/
Consigue tu Plaud AI con Código Descuento: https://bit.ly/plaud_ai_jonhernandez Compra en Amazon: https://amzn.to/4lQEGM1

► Comunidad y Noticias IA
¡Apúntate al Club de la IA! Grupo de WhatsApp conmigo y otros cientos de locos por la IA: https://clubdelaia.com/
Newsletter semanal con las mejores Noticias de IA: https://www.jonhernandez.education/newsletter-ia/
Comunidad de Discord: https://discord.gg/mNEyUN2g8e
Canal de WhatsApp sobre IA: https://www.whatsapp.com/channel/0029VaDBcuy3WHTZIOgD1Q2n
Web con las mejores IAs: https://iaperfecta.com

► Sponsors y Colaboraciones
Consultas sobre marca, patrocinios y negocios: iban@jonhernandez.education
________________________________
🔗 Enlaces de Interés
Imagen 360: https://www.360photocam.com
Visualizador de Imagen: https://360photocam.com/online-viewer/
_______________________________
⏱ Timestamps:
00:00 Introducción
01:40 Resolución de problemas complejos a través de imágenes
02:38 Generación de contenido con datos reales y verificables
03:44 Modos de funcionamiento: Instant vs Thinking
05:18 CyberGhost VPN: navegación segura y sin complicaciones
06:20 Generación de imágenes consistentes y estilo unificado
07:17 Representación de personas y elementos del mundo real
07:52 Creación de experiencias inmersivas (imágenes 360)
08:41 Aplicaciones en branding y diseño visual
09:55 De imagen a código: automatización de diseño y desarrollo
11:38 Conclusiones",2026-04-22T17:29:37+00:00,[],https://i.ytimg.com/vi/ZB9IMq0ee0k/maxresdefault.jpg,814,63907,2852,174
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,Lw3RJgDjXh0,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,,2026-04-22T16:03:08+00:00,[],https://i.ytimg.com/vi/Lw3RJgDjXh0/maxresdefault.jpg,59,7032,169,1
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,PiKd0maLI6o,👉🏻 Te dejo el link de la Guía de NotbookLM fijada en los comentarios de este vídeo.,,2026-04-22T15:43:08+00:00,[],https://i.ytimg.com/vi/PiKd0maLI6o/maxresdefault.jpg,90,9906,601,8
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,mTqDtRTKvqE,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,,2026-04-22T14:45:26+00:00,[],https://i.ytimg.com/vi/mTqDtRTKvqE/maxresdefault.jpg,54,6132,215,18
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,BwIlVEvq7mU,🤖 Los centros de datos consumen energía de forma masiva y constante 🤖 #ia #chatgpt #educación,,2026-04-22T13:48:56+00:00,[],https://i.ytimg.com/vi/BwIlVEvq7mU/maxresdefault.jpg,59,6670,137,8
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,lrl7lslhv2s,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,,2026-04-22T12:01:15+00:00,[],https://i.ytimg.com/vi/lrl7lslhv2s/maxresdefault.jpg,58,8311,292,2
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,BPt0fwBCDbQ,🤖 Es imposible que un reactor nuclear sufra una explosión nuclear 🤖 #ia #chatgpt #educación,,2026-04-22T09:51:17+00:00,[],https://i.ytimg.com/vi/BPt0fwBCDbQ/maxresdefault.jpg,59,196836,2429,69
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,EvauKuWaNmk,Mis Agentes OpenClaw están empezando a putearse entre ellos 😡,"Instala OpenClaw con Hostinger Aquí: http://www.hostinger.com/iaopen (Usa el cupón INTELIGENCIA para un 10% descuento) 

Descarga la Guía para instalar OpenClaw aquí: https://www.jonhernandez.education/guia-para-empezar-con-openclaw/

🔥 Sabéis que llevo mucho tiempo hablando de agentes a través de OpenClaw. En este vídeo explico cómo tengo configurados tres agentes de inteligencia artificial con distintos modelos y por qué utilizo más de uno en lugar de centralizar todo en un solo sistema. A partir de ahí, muestro cómo interactúan entre ellos en el día a día, cómo colaboran para resolver tareas y cómo una segunda opinión puede ayudar a detectar errores o bloqueos. También vemos ejemplos reales de conversaciones entre agentes, donde proponen soluciones, discrepan y acaban llegando a acuerdos. Más allá de la parte técnica, el vídeo sirve para entender cómo organizar mejor estos sistemas y qué implicaciones tiene trabajar con varios agentes conectados entre sí. Un vistazo práctico a cómo usar IA de forma más eficiente hoy.

► Concursos, Descuentos y Regalos
Accede al Directo de OpenClaw aquí: https://www.youtube.com/watch?v=E27uI269piY&t=132s
Descarga la guía para usar ChatGPT como un PRO aquí: https://www.jonhernandez.education/guia-chatgpt-gratis/
Consigue tu Plaud AI con Código Descuento: https://bit.ly/plaud_ai_jonhernandez Compra en Amazon: https://amzn.to/4lQEGM1

► Comunidad y Noticias IA
¡Apúntate al Club de la IA! Grupo de WhatsApp conmigo y otros cientos de locos por la IA: https://clubdelaia.com/
Mi libro la hostIA que viene: https://www.jonhernandez.education/la-hostia-que-viene/
Newsletter semanal con las mejores Noticias de IA: https://www.jonhernandez.education/newsletter-ia/
Comunidad de Discord: https://discord.gg/mNEyUN2g8e
Canal de WhatsApp sobre IA: https://www.whatsapp.com/channel/0029VaDBcuy3WHTZIOgD1Q2n
Web con las mejores IAs: https://iaperfecta.com

► Sponsors y Colaboraciones
Consultas sobre marca, patrocinios y negocios: iban@jonhernandez.education
________________________________
🔗 Enlaces de Interés

_______________________________
⏱ Timestamps:
00:00 Introducción
01:40 Mis agentes OpenClaw: características y capacidades
04:32 Cómo aprovechar el ecosistema de agentes
07:47 Consigue tu agente OpenClaw con Hostinger
09:33 Cómo colaboran ambos agentes en equipo
13:07 Enfrentamiento entre los dos agentes
18:24 Debate en chat grupal: cara a cara
21:45 Conclusión",2026-04-21T18:00:00+00:00,[],https://i.ytimg.com/vi/EvauKuWaNmk/maxresdefault.jpg,1445,58208,2745,265
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,zEUstENVghI,👉🏻 Te dejo el PROMPT Completo fijado en los comentarios de este vídeo.,,2026-04-21T15:12:37+00:00,[],https://i.ytimg.com/vi/zEUstENVghI/maxresdefault.jpg,27,11126,385,30
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,Enic64S66_s,👉🏻 Te dejo la Guía Pro de ChatGPT fijada en los comentarios de este video.,,2026-04-21T14:05:59+00:00,[],https://i.ytimg.com/vi/Enic64S66_s/maxresdefault.jpg,59,5988,167,3
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,YldxYShWvGE,🤖 La energía nuclear no debe usarse para solucionar cualquier problema 🤖 #ia #chatgpt #educación,,2026-04-21T12:17:33+00:00,[],https://i.ytimg.com/vi/YldxYShWvGE/maxresdefault.jpg,59,6890,147,2
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,QeK4l-iH51Y,🤖 La ley de cambio climático prohíbe la extracción de materiales radioactivos en España 🤖 #chatgpt,,2026-04-21T10:14:12+00:00,[],https://i.ytimg.com/vi/QeK4l-iH51Y/maxresdefault.jpg,58,4300,151,4
2026-04-27T23:50:18.831706+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,tqD_yn5Y_zQ,🤖 Recursos por los que hay que seguir apostando 🤖 #ia #chatgpt #educacion,,2026-04-21T08:41:37+00:00,[],https://i.ytimg.com/vi/tqD_yn5Y_zQ/maxresdefault.jpg,60,3952,66,1
2026-04-27T23:50:18.831706+00:00,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,VjqsnOrW3AM,"If I wanted to hit my first $100,000 by 35 - here's what I'd do","👉 Get Your Free Financial Health Score (I made the quiz!) ➡️ https://usehelm.com
🌟 Free Templates and Resources: https://beacons.ai/humphreytalks/downloads
👾 Join the free Discord Community: https://discord.gg/xJzsaGaaDE
🐪 Hump Days Newsletter ➭ https://humpdays.substack.com

WHO AM I?
Hello 👋 I’m Humphrey, I used to be a financial advisor, worked in gaming/tech, and started my own eCommerce business. I make practical, rational content on investing, personal finance, the news, and much more with a data-backed approach. My goal is to help you with financial literacy and creating wealth. 

PS: I am no longer a current Financial Advisor, any investment commentary are my opinions only. Some of the links in this description are affiliate links that I do receive a commission for & they help support the channel!

SOCIALS:
* Second Channel: https://youtube.com/@hug
* Instagram: https://instagram.com/humphreytalks
* Twitter: https://twitter.com/humphreytalks
* TikTok: https://tiktok.com/@humphreytalks

⏱️ Timestamps:
0:00 - Start Here",2026-04-27T20:15:00+00:00,"[""humphreytalks"", ""humphrey yang"", ""personal finance"", ""investing"", ""budgeting"", ""wealth"", ""cryptocurrency"", ""stocks""]",https://i.ytimg.com/vi/VjqsnOrW3AM/maxresdefault.jpg,90,15829,686,34
2026-04-27T23:50:18.831706+00:00,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,sjbKZ4CY1Ow,"How Much You Need for $100 Per Month in Dividends with the following stocks: KO, AAPL, T","👉 Get Your Free Financial Health Score (I made the quiz!) ➡️ https://usehelm.com
🌟 Free Templates and Resources: https://beacons.ai/humphreytalks/downloads
👾 Join the free Discord Community: https://discord.gg/xJzsaGaaDE
🐪 Hump Days Newsletter ➭ https://humpdays.substack.com

WHO AM I?
Hello 👋 I’m Humphrey, I used to be a financial advisor, worked in gaming/tech, and started my own eCommerce business. I make practical, rational content on investing, personal finance, the news, and much more with a data-backed approach. My goal is to help you with financial literacy and creating wealth. 

PS: I am no longer a current Financial Advisor, any investment commentary are my opinions only. Some of the links in this description are affiliate links that I do receive a commission for & they help support the channel!

SOCIALS:
* Second Channel: https://youtube.com/@hug
* Instagram: https://instagram.com/humphreytalks
* Twitter: https://twitter.com/humphreytalks
* TikTok: https://tiktok.com/@humphreytalks

⏱️ Timestamps:
0:00 - Start Here",2026-04-24T15:45:15+00:00,"[""humphreytalks"", ""humphrey yang"", ""personal finance"", ""investing"", ""budgeting"", ""wealth"", ""cryptocurrency"", ""stocks""]",https://i.ytimg.com/vi/sjbKZ4CY1Ow/maxresdefault.jpg,68,94339,1655,90
2026-04-27T23:50:18.831706+00:00,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,iaYdIU5n6vw,10 Things That Are No Longer Worth Your Money,"In this video, I break down 10 things that are no longer worth your money in 2026. Between inflation and rising costs, a lot of purchases that used to make sense just don’t anymore. Let me know what you no longer buy in the comments :)

👉 Get Your Free Financial Health Score (I made the quiz!) ➡️ https://usehelm.com
🌟 Free Templates and Resources: https://beacons.ai/humphreytalks/downloads
👾 Join the free Discord Community: https://discord.gg/xJzsaGaaDE
🐪 Hump Days Newsletter ➭ https://humpdays.substack.com

WHO AM I?
Hello 👋 I’m Humphrey, I used to be a financial advisor, worked in gaming/tech, and started my own eCommerce business. I make practical, rational content on investing, personal finance, the news, and much more with a data-backed approach. My goal is to help you with financial literacy and creating wealth. 

PS: I am no longer a current Financial Advisor, any investment commentary are my opinions only. Some of the links in this description are affiliate links that I do receive a commission for & they help support the channel!

SOCIALS:
* Second Channel: https://youtube.com/@hug
* Instagram: https://instagram.com/humphreytalks
* Twitter: https://twitter.com/humphreytalks
* TikTok: https://tiktok.com/@humphreytalks

⏱️ Timestamps:
0:00 - Start Here
0:20 - Food Delivery Apps
2:23 - New Cars & New Car Payments
4:26 - Upgrading iPhone Every Year
5:55 - Actively Managed Mutual Funds
8:25 - Extended Warranties
9:40 - Wellness Products
10:52 - Starter Homes
12:21 - Anything Related to Status
13:27 - Fast Food
14:49 - Concerts",2026-04-23T18:00:45+00:00,"[""humphreytalks"", ""humphrey yang"", ""personal finance"", ""investing"", ""budgeting"", ""wealth"", ""cryptocurrency"", ""stocks""]",https://i.ytimg.com/vi/iaYdIU5n6vw/maxresdefault.jpg,1052,428542,8298,1302
2026-04-27T23:50:18.831706+00:00,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,Fy8H9I2kJkI,Fidelity is introducing $100 ETF fees on 120+ ETFs. Here’s what you need to know+List in description,"List of ETFs: TOAK, LDDR, NITE, MSTB, FFND, EMPB, ECML, RMIF, FFLS, KEAT, MSTQ, LFDR, LIAM, SPYA, NRSH, LIBD, LFBE, LIFT, AZTD, TSPX, PRAE, LFAI, BCKT, LFAW, LFAO, LIAU, LIAE, LEXI, EVNT, ARB, ACVF, AOTG, AOTS, IVSI, IVSX, IVSS, VSLU, USAF, BINV, BSMC, BUSA, BWTG, BFIX, CLSE, CUSD, CVAR, BBB, EEE, SSS, XXX, IVES, EAGL, XOVR, BRIF, PRAY, FORH, KONG, HBTC, ADIV, DIVS, GAID, GARA, MOTO, SOLR, GAUD, DEFI, HELS, HECA, HEFT, HGRO, GLDB, DYFI, BIBL, PTL, IBD, FDLS, BLES, WWJD, GLRY, ISMD, RISN, DVDN, KDRN, KCOP, KGLD, KYLD, KSLV, KQQQ, AMZP, AAPY, GOOP, MSFY, NFLP, TSLP, MVPA, MVPL, MPLY, MAGA, PCFI, PCLG, PCHI, PRXG, PRXV, BEGS, RDFI, RSEE, RTAI, RTRE, IPOS, IPO, AAPW, AMDW, AMZW, ARMW, AVGW, BABW, METV, YBTC, BRKW, WEED, MAGC, COIW, COSW, MAGX, YETH, CHAT, OZEM, GDXW, GLDW, GOOW, HOOW, HUMN, QDTE, MAGY, MAGS, MEME, METW, MSFW, MSTW, NFLW, NVDW, PLTW, CABZ, RDTE, XDTE, XDIV, TPAY, XPAY, MARS, BETZ, TSYW, TSLW, UBEW, UNHW, UX, NERD, WEEK, WPAY, LEAD, BLCN, FCTE, RAA, SPRX, TUGN, TUG, GOLY, HNDL, TDAQ, TSPY, TDAX, TSYX, WLTG, DVXC, DVXY, DVXP, DVXE, DVXF, DVXV, DVIN, DVXB, DVQQ, DVRE, DVSP, DVXK, DVUT, EXEQ


👉 Get Your Free Financial Health Score (I made the quiz!) ➡️ https://usehelm.com
🌟 Free Templates and Resources: https://beacons.ai/humphreytalks/downloads
👾 Join the free Discord Community: https://discord.gg/xJzsaGaaDE
🐪 Hump Days Newsletter ➭ https://humpdays.substack.com

WHO AM I?
Hello 👋 I’m Humphrey, I used to be a financial advisor, worked in gaming/tech, and started my own eCommerce business. I make practical, rational content on investing, personal finance, the news, and much more with a data-backed approach. My goal is to help you with financial literacy and creating wealth. 

PS: I am no longer a current Financial Advisor, any investment commentary are my opinions only. Some of the links in this description are affiliate links that I do receive a commission for & they help support the channel!

SOCIALS:
* Second Channel: https://youtube.com/@hug
* Instagram: https://instagram.com/humphreytalks
* Twitter: https://twitter.com/humphreytalks
* TikTok: https://tiktok.com/@humphreytalks

⏱️ Timestamps:
0:00 - Start Here",2026-04-22T23:00:29+00:00,"[""humphreytalks"", ""humphrey yang"", ""personal finance"", ""investing"", ""budgeting"", ""wealth"", ""cryptocurrency"", ""stocks""]",https://i.ytimg.com/vi/Fy8H9I2kJkI/maxresdefault.jpg,67,278812,4390,249
