process_id,name,domain,process_type,cadence,dashboard_tab,impact_type,status,last_run_at,is_stale
cli_build_nlp_features,Build NLP feature layer,intelligence,cli,after_analytics,Content Drivers,derived_signal,success_with_warnings,2026-05-15T11:33:18.973102+00:00,False
cli_build_nlp_features,Build NLP feature layer,intelligence,cli,after_analytics,Creative,derived_signal,success_with_warnings,2026-05-15T11:33:18.973102+00:00,False
cli_build_nlp_features,Build NLP feature layer,intelligence,cli,after_analytics,Operations,observability,success_with_warnings,2026-05-15T11:33:18.973102+00:00,False
cli_generate_alerts,Generate alerts and signals,intelligence,cli,after_analytics,Overview,derived_signal,success,2026-05-15T11:33:20.094071+00:00,False
cli_generate_alerts,Generate alerts and signals,intelligence,cli,after_analytics,Alerts,derived_signal,success,2026-05-15T11:33:20.094071+00:00,False
cli_generate_alerts,Generate alerts and signals,intelligence,cli,after_analytics,Brief,derived_signal,success,2026-05-15T11:33:20.094071+00:00,False
cli_generate_alerts,Generate alerts and signals,intelligence,cli,after_analytics,Operations,observability,success,2026-05-15T11:33:20.094071+00:00,False
cli_build_decision_layer,Build decision intelligence layer,intelligence,cli,after_alerts,Overview,derived_signal,success,2026-05-15T11:33:21.440351+00:00,False
cli_build_decision_layer,Build decision intelligence layer,intelligence,cli,after_alerts,Alerts,derived_signal,success,2026-05-15T11:33:21.440351+00:00,False
cli_build_decision_layer,Build decision intelligence layer,intelligence,cli,after_alerts,Brief,derived_signal,success,2026-05-15T11:33:21.440351+00:00,False
cli_build_decision_layer,Build decision intelligence layer,intelligence,cli,after_alerts,Creative,derived_signal,success,2026-05-15T11:33:21.440351+00:00,False
cli_build_decision_layer,Build decision intelligence layer,intelligence,cli,after_alerts,Operations,observability,success,2026-05-15T11:33:21.440351+00:00,False
cli_build_model_intelligence,Build model intelligence,ml,cli,after_decision_layer,Models,derived_signal,success_with_warnings,2026-05-15T11:33:22.728221+00:00,False
cli_build_model_intelligence,Build model intelligence,ml,cli,after_decision_layer,Content Drivers,derived_signal,success_with_warnings,2026-05-15T11:33:22.728221+00:00,False
cli_build_model_intelligence,Build model intelligence,ml,cli,after_decision_layer,Creative,derived_signal,success_with_warnings,2026-05-15T11:33:22.728221+00:00,False
cli_build_model_intelligence,Build model intelligence,ml,cli,after_decision_layer,Brief,derived_signal,success_with_warnings,2026-05-15T11:33:22.728221+00:00,False
cli_build_model_intelligence,Build model intelligence,ml,cli,after_decision_layer,Operations,observability,success_with_warnings,2026-05-15T11:33:22.728221+00:00,False
cli_build_topic_intelligence,Build topic intelligence,intelligence,cli,after_nlp_features,Topics,derived_signal,success,2026-05-15T11:33:23.972248+00:00,False
cli_build_topic_intelligence,Build topic intelligence,intelligence,cli,after_nlp_features,Content Drivers,derived_signal,success,2026-05-15T11:33:23.972248+00:00,False
cli_build_topic_intelligence,Build topic intelligence,intelligence,cli,after_nlp_features,Creative,derived_signal,success,2026-05-15T11:33:23.972248+00:00,False
cli_build_topic_intelligence,Build topic intelligence,intelligence,cli,after_nlp_features,Brief,derived_signal,success,2026-05-15T11:33:23.972248+00:00,False
cli_build_topic_intelligence,Build topic intelligence,intelligence,cli,after_nlp_features,Operations,observability,success,2026-05-15T11:33:23.972248+00:00,False
cli_generate_creative_packages,Generate creative packages,creative,cli,after_intelligence_layers,Overview,derived_signal,success_with_warnings,2026-05-15T11:33:25.057039+00:00,False
cli_generate_creative_packages,Generate creative packages,creative,cli,after_intelligence_layers,Creative,derived_signal,success_with_warnings,2026-05-15T11:33:25.057039+00:00,False
cli_generate_creative_packages,Generate creative packages,creative,cli,after_intelligence_layers,Brief,derived_signal,success_with_warnings,2026-05-15T11:33:25.057039+00:00,False
cli_generate_creative_packages,Generate creative packages,creative,cli,after_intelligence_layers,Operations,observability,success_with_warnings,2026-05-15T11:33:25.057039+00:00,False
cli_generate_weekly_brief,Generate weekly brief,reporting,cli,after_intelligence_layers,Overview,derived_signal,success,2026-05-15T11:33:26.270738+00:00,False
cli_generate_weekly_brief,Generate weekly brief,reporting,cli,after_intelligence_layers,Brief,derived_signal,success,2026-05-15T11:33:26.270738+00:00,False
cli_generate_weekly_brief,Generate weekly brief,reporting,cli,after_intelligence_layers,Operations,observability,success,2026-05-15T11:33:26.270738+00:00,False
cli_generate_opportunity_radar,Generate commercial Opportunity Radar,reporting,cli,after_weekly_brief,Radar,derived_signal,success,2026-05-15T11:33:27.724262+00:00,False
cli_generate_opportunity_radar,Generate commercial Opportunity Radar,reporting,cli,after_weekly_brief,Brief,derived_signal,success,2026-05-15T11:33:27.724262+00:00,False
cli_generate_opportunity_radar,Generate commercial Opportunity Radar,reporting,cli,after_weekly_brief,Operations,observability,success,2026-05-15T11:33:27.724262+00:00,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Overview,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Radar,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Videos,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Channels,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Scores,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Advanced,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Titles,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Periods,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Alerts,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Data Quality,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Models,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Topics,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,NLP,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Content Drivers,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Creative,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Brief,publication,not_initialized,,False
cli_build_pages_dashboard,Build pages dashboard,publishing,cli,after_operations,Operations,observability,not_initialized,,False
cli_build_operations,Build operations telemetry,operations,cli,after_pipeline_or_before_pages,Operations,observability,success,2026-05-15T11:33:30.088370+00:00,False
cli_build_model_dataset,Build model dataset,ml,cli,before_model_training,Models,derived_signal,success,2026-05-15T11:30:48.356966+00:00,False
cli_build_model_dataset,Build model dataset,ml,cli,before_model_training,Operations,observability,success,2026-05-15T11:30:48.356966+00:00,False
cli_analyze_model_readiness,Analyze model readiness,ml,cli,before_model_training,Models,derived_signal,success,2026-05-14T12:12:01+00:00,False
cli_analyze_model_readiness,Analyze model readiness,ml,cli,before_model_training,Operations,observability,success,2026-05-14T12:12:01+00:00,False
cli_train_model_suite,Train model suite,ml,cli,twice_weekly,Models,derived_signal,success,2026-05-15T11:30:48.356112+00:00,False
cli_train_model_suite,Train model suite,ml,cli,twice_weekly,Operations,observability,success,2026-05-15T11:30:48.356112+00:00,False
cli_predict_with_model_artifact,Predict with model artifact,ml,cli,after_model_training,Models,derived_signal,success,2026-05-14T12:13:46.020616+00:00,False
cli_predict_with_model_artifact,Predict with model artifact,ml,cli,after_model_training,Operations,observability,success,2026-05-14T12:13:46.020616+00:00,False
cli_select_transcription_candidates,Select transcription candidates,transcription,cli,daily_after_monitor,Creative,derived_signal,success,2026-05-15T11:33:28.833883+00:00,False
cli_select_transcription_candidates,Select transcription candidates,transcription,cli,daily_after_monitor,Operations,observability,success,2026-05-15T11:33:28.833883+00:00,False
cli_transcribe_selected_videos,Transcribe selected videos,transcription,cli,local_manual_or_scheduled,Creative,derived_signal,success_with_warnings,2026-05-15T01:26:10.340434+00:00,False
cli_transcribe_selected_videos,Transcribe selected videos,transcription,cli,local_manual_or_scheduled,Operations,observability,success_with_warnings,2026-05-15T01:26:10.340434+00:00,False
cli_generate_transcript_insights,Generate transcript insights,transcription,cli,local_manual_or_scheduled,Creative,derived_signal,success,2026-05-15T01:29:17.400694+00:00,False
cli_generate_transcript_insights,Generate transcript insights,transcription,cli,local_manual_or_scheduled,Operations,observability,success,2026-05-15T01:29:17.400694+00:00,False
cli_transcript_registry_report,Transcript registry report,transcription,cli,local_manual_or_scheduled,Operations,observability,success,2026-05-15T11:30:48.401745+00:00,False
local_transcription_automation,Local transcription automation,local,local_automation,every_6_hours_0920_1520_2120_with_logon_catchup,Creative,workflow,skipped,,False
local_transcription_automation,Local transcription automation,local,local_automation,every_6_hours_0920_1520_2120_with_logon_catchup,Operations,observability,skipped,,False
local_repo_sync,Local repo sync,local,local_automation,every_6_hours_0900_1500_2100_with_logon_catchup,Operations,observability,skipped,,False
local_play_automation,Local manual play automation,local,local_automation,manual_desktop_shortcut,Operations,observability,skipped,,False
